,WSR0,WSR7,WSR8,WSR9,WSR10,WSR11,WSR12,WSR13,WSR14,WSR15,WSR16,WSR17,WSR18,WSR19,WSR20,WSR21,WSR_PK,WSR_AV,T0,T85,RH85,U85,V85,HT85,T70,RH70,U70,V70,HT70,RH50,U50,V50,KI,TT,SLP,SLP_,Precp,Result
1641,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.8,0.57,1.3,7.39,1587.0,8.9,0.51,3.13,8.61,3224.5,0.28,1.92,10.88,23.65,39.45,10190.0,15.0,0.03,0.0
1642,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,19.9,0.34,-0.97,4.93,1586.5,9.5,0.47,-2.06,6.32,3227.0,0.25,1.27,6.17,19.1,36.9,10180.0,-10.0,0.0,0.0
1643,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,19.8,0.41,0.21,4.21,1567.0,9.6,0.37,1.86,7.1,3209.5,0.35,3.61,1.29,20.8,42.5,10160.0,-20.0,0.0,0.0
1644,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,19.8,0.52,0.99,3.21,1568.0,10.6,0.3,2.56,4.07,3213.0,0.32,1.14,-1.76,20.0,44.4,10160.0,0.0,0.0,0.0
1645,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,20.0,0.49,0.4,3.01,1577.0,9.5,0.3,-0.96,2.07,3219.5,0.25,-2.37,-1.99,20.1,43.7,10170.0,10.0,0.0,0.0
1646,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,19.2,0.62,-0.13,1.38,1570.0,9.5,0.26,-2.43,-0.74,3211.0,0.37,0.04,-2.31,21.6,47.3,10160.0,-10.0,0.0,0.0
1647,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,19.2,0.73,-0.52,-1.3,1583.0,5.931128965801401,0.4064448119057462,-1.17,-1.28,3220.5,0.77,-0.78,-1.5,10.511050875729774,51.05,10175.0,15.0,0.0,1.0
1648,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,19.0,0.72,0.7,-1.93,1589.5,8.3,0.49,-1.38,-2.96,3227.0,0.55,-3.51,-4.4,31.15,49.55,10180.0,5.0,0.08,0.0
1649,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.6,0.74,4.49,0.2,1572.0,7.4,0.81,2.83,-3.17,3206.5,0.47,2.2,-4.35,36.45,46.65,10160.0,-20.0,0.0,0.0
1650,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.2,0.68,1.93,1.02,1564.5,7.2,0.84,-0.22,-1.32,3197.5,0.81,-3.12,-0.75,33.85,42.2,10165.0,5.0,0.0,0.0
1651,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.6,0.81,2.28,5.16,1565.5,8.8,0.63,1.38,4.33,3201.5,0.71,2.42,4.42,31.1,44.5,10165.0,0.0,0.0,0.0
1652,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.2,0.75,3.13,7.87,1565.0,9.8,0.58,3.74,7.06,3204.5,0.28,2.6,6.2,30.45,45.15,10155.0,-10.0,0.0,0.0
1653,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.5,0.74,1.94,7.24,1567.0,10.0,0.5,3.26,4.3,3210.0,0.47,2.72,4.25,29.3,46.4,10160.0,5.0,0.0,0.0
1654,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.4,0.74,2.99,4.35,1575.0,9.1,0.68,1.15,2.63,3214.5,0.46,0.77,0.23,34.0,47.55,10170.0,10.0,0.0,0.0
1655,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.9,0.68,1.73,0.61,1577.0,8.8,0.69,0.93,-0.85,3215.5,0.55,-1.41,-5.45,34.0,47.0,10170.0,0.0,0.0,0.0
1656,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,19.0,0.66,2.08,1.05,1561.5,9.3,0.62,1.31,-2.53,3202.5,0.47,1.35,-5.74,32.7,47.9,10155.0,-15.0,0.0,0.0
1657,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,19.6,0.65,-0.27,-1.07,1551.5,9.8,0.46,-0.77,-4.38,3194.0,0.37,-3.28,-4.97,29.1,48.0,10135.0,-20.0,0.0,0.0
1658,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,19.1,0.78,-1.65,-4.23,1557.0,8.1,0.75,-7.36,-5.37,3196.0,0.55,-8.04,-2.64,38.0,50.25,10135.0,0.0,2.11,0.0
1659,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.7,0.91,-8.08,-0.89,1562.0,8.0,0.73,-8.16,-4.29,3196.0,0.16,-5.2,-5.32,36.85,48.95,10150.0,15.0,0.03,0.0
1660,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.3,0.74,-4.65,-2.61,1553.5,7.6,0.47,-3.67,-2.98,3185.0,0.24,-2.25,0.25,24.4,43.0,10145.0,-5.0,0.0,0.0
1661,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.5,0.88,4.44,-5.42,1541.0,8.6,0.85,2.99,-4.76,3176.0,0.37,4.53,-0.53,36.25,44.35,10130.0,-15.0,0.0,0.0
1662,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.6,0.91,-3.94,-6.74,1526.5,9.5,0.87,-2.57,-6.5,3166.5,0.42,-2.09,-5.08,36.6,43.7,10115.0,-15.0,0.0,0.0
1663,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.6,0.87,1.14,9.5,1551.0,8.8,0.72,1.27,4.12,3183.5,0.79,2.87,0.84,34.1,46.7,10150.0,5.0,2.06,0.0
1664,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.6,0.87,4.86,7.56,1552.0,7.8,0.75,4.92,5.51,3182.5,0.68,4.35,1.41,35.25,47.7,10150.0,0.0,0.1,0.0
1665,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.4,0.9,-2.58,13.1,1541.0,8.5,0.79,-4.31,10.35,3172.0,0.6,1.18,2.58,33.6,43.7,10140.0,-10.0,6.96,0.0
1666,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.8,0.74,0.72,8.22,1568.5,7.7,0.73,5.09,10.08,3202.5,0.97,7.85,7.85,33.75,45.8,10170.0,30.0,0.25,0.0
1667,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.2,0.82,0.6,5.11,1580.0,8.9,0.69,2.07,5.17,3220.0,0.81,9.872418244406196,0.8301161790017213,36.0,49.6,10180.0,10.0,0.0,0.0
1668,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,13.575297741273102,0.5773198847262248,2.1364868309260827,1.662463891248938,1531.4942599425995,5.931128965801401,0.4064448119057462,5.459633992427429,0.9940008413967186,3145.420501232539,0.3047156496471565,9.872418244406196,0.8301161790017213,10.511050875729774,37.38833540888336,10164.19844198442,-0.11994949494949494,0.61,0.0
1669,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.2,0.76,-2.73,3.26,1558.0,9.2,0.64,-1.74,0.18,3197.0,0.52,-0.38,-3.59,32.6,46.1,10150.0,-0.11994949494949494,0.0,0.0
1670,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.2,0.83,-0.5,2.52,1571.0,9.0,0.69,0.14,0.86,3210.5,0.68,-2.01,3.22,36.55,50.6,10165.0,15.0,1.6,0.0
1671,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.3,0.75,0.84,2.39,1576.5,8.6,0.77,0.43,0.61,3214.0,0.28,2.23,4.56,35.1,45.9,10170.0,5.0,0.0,0.0
1672,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.8,0.77,1.19,-0.11,1563.0,8.7,0.82,1.4,0.44,3203.5,0.3047156496471565,-1.86,1.8,10.511050875729774,37.38833540888336,10155.0,-15.0,0.0,0.0
1673,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,19.5,0.66,1.0,-0.64,1558.0,9.1,0.7,1.82,-0.83,3200.0,0.32,1.05,-3.43,32.65,43.3,10145.0,-10.0,0.0,0.0
1674,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,19.6,0.78,1.69,-3.36,1551.0,8.4,0.83,0.14,-10.21,3193.5,0.25,3.69,-9.76,38.8,47.95,10135.0,-10.0,0.0,0.0
1675,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.9,0.83,1.5,-5.35,1531.0,8.8,0.35,3.26,-8.82,3172.0,0.3,3.55,-6.2,27.2,47.6,10115.0,-20.0,0.0,0.0
1676,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.5,0.63,-0.78,-4.61,1538.0,9.1,0.44,7.67,-14.03,3173.5,0.49,2.2,-11.21,22.6,41.6,10130.0,15.0,0.0,0.0
1677,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.8,0.65,-2.71,-7.18,1540.0,8.5,0.26,-1.95,-7.98,3167.0,0.04,0.81,-7.93,14.85,37.85,10140.0,10.0,0.0,0.0
1678,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.9,0.74,-4.83,-1.67,1532.5,6.8,0.45,-5.24,-3.67,3158.5,0.03,-3.24,-5.77,23.9,40.7,10130.0,-10.0,0.05,0.0
1679,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.8,0.84,-5.5,-2.66,1551.0,7.7,0.65,-4.91,0.95,3183.5,0.05,-4.57,-3.98,28.9,39.3,10145.0,15.0,0.0,0.0
1680,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.8,0.79,-5.66,-1.5,1565.5,8.0,0.71,-3.11,-1.7,3201.0,0.06,-4.14,-3.58,31.05,40.2,10160.0,15.0,0.0,0.0
1681,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.9,0.73,-5.2,-2.08,1546.0,7.7,0.66,-2.23,-0.55,3182.0,0.1,-1.42,-3.57,29.55,40.25,10140.0,-20.0,0.0,0.0
1682,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.9,0.8,-7.35,-0.02,1529.5,8.9,0.73,-5.57,-0.8,3166.0,0.08,-3.55,0.49,32.9,42.8,10120.0,-20.0,0.05,0.0
1683,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.0,0.77,-9.74,0.34,1543.5,9.0,0.81,-8.72,0.27,3182.0,0.65,-3.9,2.41,34.85,44.25,10140.0,20.0,0.0,0.0
1684,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.3,0.78,-12.08,2.36,1541.5,8.1,0.91,-8.97,-2.39,3175.0,0.9,-2.16,-2.46,34.85,42.0,10140.0,0.0,0.0,0.0
1685,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.9,0.71,-14.89,1.99,1515.0,7.9,0.4064448119057462,-10.25,0.0,3148.0,0.3047156496471565,-5.5,-1.24,10.511050875729774,40.5,10110.0,-30.0,1.32,0.0
1686,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.1,0.83,-12.69,6.97,1500.5,8.6,0.82,-11.67,5.82,3136.0,0.96,-0.83,6.64,34.45,43.4,10095.0,-15.0,7.24,0.0
1687,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.1,0.87,-8.3,8.44,1521.0,9.0,0.88,-4.39,6.69,3160.0,0.82,-3.49,7.59,35.6,43.05,10120.0,25.0,0.51,0.0
1688,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.5,0.9,-10.74,7.5,1536.0,8.2,0.92,-4.21,1.11,3172.0,0.9,-1.2,-0.65,36.35,43.95,10140.0,20.0,0.33,0.0
1689,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.4,0.73,-8.37,1.09,1526.5,8.4,0.63,-5.35,0.76,3159.5,0.77,-1.3,-3.21,29.45,42.55,10120.0,-20.0,0.0,0.0
1690,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.5,0.79,-6.58,-3.26,1519.5,8.1,0.64,-2.99,-1.31,3150.0,0.37,-1.46,-4.52,31.3,44.7,10110.0,-10.0,0.0,0.0
1691,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.8,0.58,-3.88,-2.96,1522.5,9.5,0.12,-1.83,-2.18,3152.0,0.17,-4.52,1.48,7.3,38.5,10105.0,-5.0,0.0,1.0
1692,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.6,0.71,-3.74,-2.29,1522.5,10.0,0.22,-2.68,-0.85,3156.0,0.15,0.97,6.18,16.75,42.65,10105.0,0.0,0.0,1.0
1693,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.9,0.71,-0.88,-3.84,1509.0,9.7,0.38,2.07,-1.96,3146.0,0.34,5.31,3.93,20.45,43.55,10090.0,-15.0,0.0,1.0
1694,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.4,0.6,1.09,0.99,1542.0,9.4,0.11,0.91,2.57,3176.5,0.61,8.8,7.41,8.0,42.2,10130.0,40.0,0.84,0.0
1695,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.3,0.83,1.33,3.32,1560.0,7.9,0.84,2.87,5.21,3195.5,0.92,7.66,8.64,35.85,45.15,10165.0,35.0,0.51,0.0
